postcode,original_journey_time,new_journey_time,change_in_journey_time,lng,lat
N16 6JP,56,56,0,-0.0623200701193,51.5667206661
N16 7LR,51,51,0,-0.0707547783028,51.5600523161
N16 8LR,46,46,0,-0.0791066629573,51.5498119788
N16 8PB,48,48,0,-0.0797825610671,51.5532851654
N16 9PJ,46,46,0,-0.0848375207476,51.552792269
N17 0BN,63,63,0,-0.062359711122,51.6014143901
N17 6JA,64,64,0,-0.0809226059076,51.5950739459
N17 7BW,57,57,0,-0.0831638210606,51.6049393241
N17 9HX,48,48,0,-0.069707765995,51.5902229331
N18 3QH,79,79,0,-0.0397109782792,51.6099498638
N19 3BW,51,51,0,-0.131065660181,51.5732672
N19 4BQ,47,47,0,-0.129430377973,51.5610743659
N19 4DB,48,48,0,-0.126115767758,51.560634801
N19 4LN,49,49,0,-0.122740757012,51.5648162996
N19 5RU,38,38,0,-0.134050974444,51.5623888953
N1P 1NU,32,32,0,-0.103543188609,51.5386451683
N1P 2HP,32,32,0,-0.103543188609,51.5386451683
N1P 2ND,32,32,0,-0.103543188609,51.5386451683
N2  8LE,64,64,0,-0.177519599808,51.5974229621
N2  8NE,61,61,0,-0.173198636591,51.5964385691
N20 0AG,73,73,0,-0.156381242539,51.6284401674
N20 0NL,59,59,0,-0.165737634324,51.6217885272
N21 2JG,76,76,0,-0.0856094485638,51.6346812153
N21 2TJ,73,73,0,-0.0854651245471,51.6394808038
N21 3AS,69,69,0,-0.0963685335651,51.6265561786
N21 3EB,64,64,0,-0.0820727856385,51.6325372537
N22 5AH,55,55,0,-0.109158658651,51.6070065759
N22 5BN,55,55,0,-0.0989651923926,51.6024536202
N22 5HN,55,55,0,-0.10878733567,51.6044737247
N22 6QB,49,49,0,-0.101380734305,51.5947412403
N22 6SP,54,54,0,-0.094933462592,51.5970017786
N22 7BF,44,44,0,-0.111399611279,51.5968542444
N22 7UD,65,65,0,-0.132659212518,51.5974102291
N22 7XL,57,57,0,-0.133976163296,51.6005065737
N22 8HD,52,52,0,-0.112953450566,51.6036055665
N3  1SN,60,60,0,-0.20386560884,51.5979010259
N3  2FD,52,52,0,-0.188190904453,51.5970306494
N3  2QL,56,56,0,-0.184907114139,51.5997225764
N3  3RL,53,53,0,-0.198616092216,51.5973799528
N4  1LN,52,52,0,-0.0950904042985,51.5808268988
N4  1RD,38,38,0,-0.10442151969,51.5768414645
N4  1TJ,50,50,0,-0.0902509908261,51.5750739905
N4  2AZ,43,43,0,-0.0989563445768,51.5666994691
N4  2TR,41,41,0,-0.0922828607151,51.5716988908
N4  3QT,46,46,0,-0.116661822423,51.5652764188
N4  4QP,39,39,0,-0.106104327342,51.577327251
N6  5TW,50,50,0,-0.136524626642,51.5770499032
N6  5XJ,48,48,0,-0.139931462551,51.5727875905
N7  6HY,44,44,0,-0.120067990784,51.5586046781
N7  7NS,43,43,0,-0.114264578714,51.5604449312
N7  8EZ,38,38,0,-0.114173872832,51.5497334305
N7  9EU,43,43,0,-0.125037661494,51.5486126341
N8  0PT,41,41,0,-0.104516381331,51.59016981
N8  8DA,54,54,0,-0.126990417355,51.5769161003
N8  8HR,54,54,0,-0.127340323149,51.5782345799
N8  8QN,53,53,0,-0.127199993405,51.5830522823
N8  9LD,56,56,0,-0.11340047645,51.5785328633
N8  9PS,51,51,0,-0.116518887448,51.5802555499
N8  9RD,46,46,0,-0.122157813786,51.5751123189
N9  8DG,75,75,0,-0.0469425802856,51.6356180132
N9  8PL,75,75,0,-0.0481638083055,51.6341006139
N9  9AW,61,61,0,-0.0722546548838,51.626558348
NW1 0HD,36,36,0,-0.138371681553,51.5371347632
NW1 0XN,39,39,0,-0.13238366324,51.5389909542
NW1 1BL,35,35,0,-0.135654244413,51.5320018632
NW1 1DB,31,31,0,-0.131743400073,51.528567458
NW1 1GQ,37,37,0,-0.135430052496,51.5307843141
NW1 2PL,29,29,0,-0.139081755135,51.5267956822
NW1 2QE,27,27,0,-0.126191361281,51.5286047953
NW1 3UD,29,29,0,-0.139289573381,51.5252342856
NW1 4GQ,37,37,0,-0.135430052496,51.5307843141
NW1 7FL,37,37,0,-0.135430052496,51.5307843141
NW1 8AF,39,39,0,-0.146660971583,51.5410878109
NW1 8PS,34,34,0,-0.142568905681,51.5448988451
NW100AT,63,63,0,-0.259516580737,51.5600096713
NW100DE,59,59,0,-0.256964752542,51.5629842164
NW101JG,48,48,0,-0.235538802037,51.5551823679
NW101JY,49,49,0,-0.229236560005,51.5525425904
NW102AS,55,55,0,-0.229073299432,51.5448606526
NW103HG,54,54,0,-0.216668509566,51.5367954262
NW103NA,53,53,0,-0.215923302403,51.5300398004
NW104LP,54,54,0,-0.247444569461,51.5355326862
NW104UU,51,51,0,-0.246028678411,51.5337310388
NW105BR,48,48,0,-0.230459046223,51.5307005911
NW105RE,53,53,0,-0.220679202903,51.5330435531
NW106RF,52,52,0,-0.236356172634,51.5284513789
NW107AX,57,57,0,-0.263149684277,51.534318483
NW108JA,65,65,0,-0.261790892453,51.545763585
NW108LP,62,62,0,-0.264917883464,51.5424197635
NW108LR,63,63,0,-0.265638933686,51.5427991102
NW109PY,63,63,0,-0.25308200742,51.5438267778
NW109RH,61,61,0,-0.249876055315,51.5420614607
NW116HH,59,59,0,-0.192831556041,51.5852412975
NW116PA,51,51,0,-0.184960464242,51.5838968704
NW116PE,49,49,0,-0.186567786404,51.5826807725
NW116PU,63,63,0,-0.181801742737,51.5791359768
NW116SY,63,63,0,-0.176948707092,51.5712912714
NW117EL,51,51,0,-0.197146772498,51.5801550512
NW117XS,51,51,0,-0.192844676448,51.5823639477
NW119DS,51,51,0,-0.208977952691,51.5740145923
NW2 2BU,47,47,0,-0.197144680629,51.5575931745
NW2 3PW,43,43,0,-0.20927865131,51.5513044788
NW2 3SG,48,48,0,-0.205409442137,51.5524953022
NW2 3UT,49,49,0,-0.213975809489,51.5543795259
NW2 4HB,40,40,0,-0.218336686716,51.5498327427
NW2 4QS,38,38,0,-0.22126107767,51.5491847019
NW2 5LL,48,48,0,-0.230374246301,51.5499879419
NW2 5PE,49,49,0,-0.23654947921,51.5491906756
NW2 7RN,57,57,0,-0.244114200537,51.5602477992
NW3 2LA,51,51,0,-0.156272065461,51.5555462238
NW3 2PJ,46,46,0,-0.168455378482,51.5542622831
NW3 3HJ,37,37,0,-0.170406403198,51.5448237022
NW3 5LA,36,36,0,-0.176101084932,51.5459554924
NW3 7DL,49,49,0,-0.186605995007,51.5537978447
